utimesec    5904.200000
stimesec    0.160000
ru_maxrss   408780
ru_ixrss    0
ru_idrss    0
ru_isrss    0
ru_minflt   53232
ru_majflt   0
ru_nswap    0
ru_inblock  8
ru_oublock  8944
ru_msgsnd   0
ru_msgrcv   0
ru_nsignals 0
ru_nvcsw    9
ru_nivcsw   18123
